Frame Count,Frame ID,Time(in milliseconds),E1_Dv1_(x,y),E1_Dv2_(x,y),E2_Dv1_(x,y),E2_Dv2_(x,y),E3_Dv1_(x,y),E3_Dv2_(x,y),D1,D2,D3
58,378.0,12649.944444444445, 881,476, 853,608, 731,459, 731,610, 460,500, 438,622, 
59,384.0,12849.944444444445, 867,467, 848,615, 724,461, 733,616, 463,497, 432,626, 
60,390.0,13049.800000000001, 889,467, 866,608, 739,455, 740,612, 475,496, 445,621, 
61,396.0,13249.733333333334, 884,464, 860,611, 746,454, 745,608, 484,495, 449,623, 
62,402.0,13449.655555555557, 892,466, 863,610, 759,455, 751,606, 471,501, 449,624, 
63,408.0,13649.577777777778, 866,468, 853,610, 740,452, 750,607, 479,494, 455,620, 
64,414.0,13849.5, 864,463, 864,609, 740,456, 750,611, 468,492, 447,618, 
65,420.0,14049.433333333334, 877,465, 854,613, 733,456, 738,606, 467,494, 445,618, 
66,426.0,14249.355555555556, 876,465, 864,611, 739,459, 735,613, 479,500, 452,626, 
67,432.0,14449.288888888888, 861,469, 853,613, 744,459, 743,611, 465,498, 455,621, 
68,438.0,14649.233333333335, 858,476, 844,624, 743,469, 749,617, 472,508, 455,632, 
69,444.0,14849.122222222222, 848,481, 844,626, 740,475, 736,624, 482,518, 459,636, 
